Order ID,Record Date,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
MC-04417,2024-02-22 11:58:29,2022-12-02,2022-12-06,Standard,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,321.17,10,0.16,14.83
AZ-55899,2024-02-22 11:58:29,2023-10-25,2023-10-30,Express,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024,East,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",245.42,6,0.01,-6.05
AZ-55899,2024-02-22 11:58:29,2023-10-25,2023-10-30,Express,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,332.81,10,0.01,15.23
AZ-55899,2024-02-22 11:58:29,2023-10-25,2023-10-30,Express,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10024,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,378.8,3,0.15,-9.5
JW-85402,2024-02-22 11:58:29,2023-10-13,2023-10-14,Standard,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,217.72,9,0.15,-16.05
JW-85402,2024-02-22 11:58:29,2023-10-13,2023-10-14,Standard,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,384.15,9,0.19,-7.54
JW-85402,2024-02-22 11:58:29,2023-10-13,2023-10-14,Standard,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,216.0,4,0.06,-10.59
JW-85402,2024-02-22 11:58:29,2023-10-13,2023-10-14,Standard,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,303.99,8,0.04,-3.68
EH-46369,2024-02-22 11:58:29,2022-10-14,2022-10-18,Standard,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",410.77,1,0.12,15.38
EH-46369,2024-02-22 11:58:29,2022-10-14,2022-10-18,Standard,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,339.77,3,0.16,-19.53
EH-46369,2024-02-22 11:58:29,2022-10-14,2022-10-18,Standard,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,233.4,1,0.1,-11.64
PB-26866,2024-02-22 11:58:29,2022-12-31,2023-01-06,Express,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",424.87,9,0.12,3.32
PB-26866,2024-02-22 11:58:29,2022-12-31,2023-01-06,Express,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",201.46,2,0.08,11.43
PB-26866,2024-02-22 11:58:29,2022-12-31,2023-01-06,Express,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,349.6,6,0.2,13.27
ER-07271,2024-02-22 11:58:29,2024-01-12,2024-01-18,Express,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,TEC-AC-10004114,Technology,Accessories,KeyTronic�6101 Series -�Keyboard�- Black,481.77,2,0.11,-19.33
ER-07271,2024-02-22 11:58:29,2024-01-12,2024-01-18,Express,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,377.27,10,0.18,-12.75
ER-07271,2024-02-22 11:58:29,2024-01-12,2024-01-18,Express,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,215.37,8,0.05,-15.3
ER-07271,2024-02-22 11:58:29,2024-01-12,2024-01-18,Express,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AR-10003958,Office Supplies,Art,Newell 337,249.9,3,0.03,-8.25
ER-07271,2024-02-22 11:58:29,2024-01-12,2024-01-18,Express,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",243.94,3,0.06,13.93
EB-74133,2024-02-22 11:58:29,2023-10-09,2023-10-10,Standard,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,362.73,4,0.07,18.46
EB-74133,2024-02-22 11:58:29,2023-10-09,2023-10-10,Standard,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,349.36,9,0.17,19.7
EB-74133,2024-02-22 11:58:29,2023-10-09,2023-10-10,Standard,EB-13705,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,240.1,9,0.14,-8.85
LW-61486,2024-02-22 11:58:29,2023-03-19,2023-03-23,Express,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,482.85,4,0.06,-11.96
LW-61486,2024-02-22 11:58:29,2023-03-19,2023-03-23,Express,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,496.12,1,0.08,4.83
LW-61486,2024-02-22 11:58:29,2023-03-19,2023-03-23,Express,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",385.03,1,0.18,1.64
LW-61486,2024-02-22 11:58:29,2023-03-19,2023-03-23,Express,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,410.16,10,0.08,0.11
LW-61486,2024-02-22 11:58:29,2023-03-19,2023-03-23,Express,LW-17125,Liz Willingham,Consumer,United States,Norwich,Connecticut,6360,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,438.61,8,0.06,-5.53
MH-92573,2024-02-22 11:58:29,2023-08-07,2023-08-08,Standard,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,428.42,1,0.07,9.28
MH-92573,2024-02-22 11:58:29,2023-08-07,2023-08-08,Standard,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,256.92,3,0.16,-19.53
MH-92573,2024-02-22 11:58:29,2023-08-07,2023-08-08,Standard,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",268.86,3,0.09,14.24
MH-92573,2024-02-22 11:58:29,2023-08-07,2023-08-08,Standard,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",300.02,10,0.03,18.78
PN-71059,2024-02-22 11:58:29,2022-08-03,2022-08-09,Express,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,333.79,4,0.14,-3.88
PN-71059,2024-02-22 11:58:29,2022-08-03,2022-08-09,Express,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,435.4,10,0.1,-12.29
PN-71059,2024-02-22 11:58:29,2022-08-03,2022-08-09,Express,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,364.81,7,0.08,2.15
PN-71059,2024-02-22 11:58:29,2022-08-03,2022-08-09,Express,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,465.81,6,0.06,19.18
PN-71059,2024-02-22 11:58:29,2022-08-03,2022-08-09,Express,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,400.74,8,0.14,-9.04
RA-40317,2024-02-22 11:58:29,2023-08-26,2023-09-04,Standard,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,394.96,3,0.13,-11.57
RA-40317,2024-02-22 11:58:29,2023-08-26,2023-09-04,Standard,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",240.48,7,0.05,-8.76
RA-40317,2024-02-22 11:58:29,2023-08-26,2023-09-04,Standard,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,445.58,9,0.1,-16.48
PO-49362,2024-02-22 11:58:29,2022-12-14,2022-12-15,Express,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",482.31,10,0.01,12.7
PO-49362,2024-02-22 11:58:29,2022-12-14,2022-12-15,Express,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,436.56,4,0.08,-2.69
PO-49362,2024-02-22 11:58:29,2022-12-14,2022-12-15,Express,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,462.27,10,0.02,2.17
PO-49362,2024-02-22 11:58:29,2022-12-14,2022-12-15,Express,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,267.01,10,0.03,-12.18
PO-49362,2024-02-22 11:58:29,2022-12-14,2022-12-15,Express,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,480.1,9,0.11,17.35
AG-47860,2024-02-22 11:58:29,2022-05-10,2022-05-11,Express,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,210.27,10,0.17,-1.04
AG-47860,2024-02-22 11:58:29,2022-05-10,2022-05-11,Express,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,222.8,7,0.17,4.96
AG-47860,2024-02-22 11:58:29,2022-05-10,2022-05-11,Express,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,222.09,2,0.18,14.02
AG-47860,2024-02-22 11:58:29,2022-05-10,2022-05-11,Express,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,499.7,6,0.04,10.01
TZ-58198,2024-02-22 11:58:29,2022-02-10,2022-02-20,Standard,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",457.43,5,0.14,-19.08
TZ-58198,2024-02-22 11:58:29,2022-02-10,2022-02-20,Standard,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",455.08,7,0.04,6.11
TZ-58198,2024-02-22 11:58:29,2022-02-10,2022-02-20,Standard,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,221.28,9,0.05,8.46
GH-44953,2024-02-22 11:58:29,2023-06-19,2023-06-27,Express,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,365.26,8,0.08,7.41
GH-44953,2024-02-22 11:58:29,2023-06-19,2023-06-27,Express,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,242.42,4,0.17,-6.55
GH-44953,2024-02-22 11:58:29,2023-06-19,2023-06-27,Express,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,479.15,3,0.02,9.13
GH-44953,2024-02-22 11:58:29,2023-06-19,2023-06-27,Express,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,345.96,6,0.17,14.29
RB-54588,2024-02-22 11:58:29,2023-03-04,2023-03-05,Express,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,347.46,8,0.04,12.38
RB-54588,2024-02-22 11:58:29,2023-03-04,2023-03-05,Express,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-LA-10000305,Office Supplies,Labels,Avery 495,258.48,8,0.09,-8.93
LD-24916,2024-02-22 11:58:29,2022-05-09,2022-05-12,Express,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,402.18,6,0.08,2.55
LD-24916,2024-02-22 11:58:29,2022-05-09,2022-05-12,Express,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,389.97,5,0.17,-3.53
LD-24916,2024-02-22 11:58:29,2022-05-09,2022-05-12,Express,LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,323.96,9,0.08,-16.57
CW-71757,2024-02-22 11:58:29,2023-04-27,2023-04-28,Standard,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,301.36,10,0.09,18.8
CW-71757,2024-02-22 11:58:29,2023-04-27,2023-04-28,Standard,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,495.1,3,0.04,4.11
CW-71757,2024-02-22 11:58:29,2023-04-27,2023-04-28,Standard,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",233.24,5,0.12,10.79
CW-71757,2024-02-22 11:58:29,2023-04-27,2023-04-28,Standard,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,289.29,9,0.17,18.02
CW-71757,2024-02-22 11:58:29,2023-04-27,2023-04-28,Standard,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,OFF-LA-10000452,Office Supplies,Labels,Avery 488,414.49,9,0.15,-18.73
NW-16669,2024-02-22 11:58:29,2022-12-07,2022-12-15,Standard,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,229.89,1,0.12,-1.02
NW-16669,2024-02-22 11:58:29,2022-12-07,2022-12-15,Standard,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,398.97,7,0.09,16.84
NW-16669,2024-02-22 11:58:29,2022-12-07,2022-12-15,Standard,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,347.28,8,0.08,15.53
NW-16669,2024-02-22 11:58:29,2022-12-07,2022-12-15,Standard,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,379.82,4,0.03,-3.28
NW-16669,2024-02-22 11:58:29,2022-12-07,2022-12-15,Standard,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,OFF-LA-10002195,Office Supplies,Labels,Avery 481,456.32,10,0.14,15.97
SF-94095,2024-02-22 11:58:29,2023-03-20,2023-03-28,Express,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,490.49,10,0.04,-2.66
SF-94095,2024-02-22 11:58:29,2023-03-20,2023-03-28,Express,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",348.08,10,0.18,-17.82
SF-94095,2024-02-22 11:58:29,2023-03-20,2023-03-28,Express,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.91,2,0.07,-10.18
SF-94095,2024-02-22 11:58:29,2023-03-20,2023-03-28,Express,SF-20200,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,372.36,3,0.01,0.25
KA-45114,2024-02-22 11:58:29,2022-07-21,2022-07-28,Standard,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,92037,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,281.43,2,0.02,1.54
KA-45114,2024-02-22 11:58:29,2022-07-21,2022-07-28,Standard,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,92037,West,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,313.64,4,0.03,8.69
KA-45114,2024-02-22 11:58:29,2022-07-21,2022-07-28,Standard,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,92037,West,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,475.05,3,0.14,-0.45
KA-45114,2024-02-22 11:58:29,2022-07-21,2022-07-28,Standard,KA-16525,Kelly Andreada,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4� x 11�",462.96,1,0.1,7.76
DJ-00927,2024-02-22 11:58:29,2023-10-13,2023-10-16,Standard,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,389.24,4,0.11,-19.84
DJ-00927,2024-02-22 11:58:29,2023-10-13,2023-10-16,Standard,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,444.09,9,0.03,-9.37
DJ-00927,2024-02-22 11:58:29,2023-10-13,2023-10-16,Standard,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",238.97,7,0.1,-16.2
SS-89720,2024-02-22 11:58:29,2022-02-22,2022-02-24,Express,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,426.77,1,0.16,9.6
LH-76356,2024-02-22 11:58:29,2023-07-06,2023-07-10,Express,LH-17020,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,230.88,4,0.12,11.0
MH-67622,2024-02-22 11:58:29,2023-04-30,2023-05-07,Express,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,352.45,7,0.06,-17.32
MH-67622,2024-02-22 11:58:29,2023-04-30,2023-05-07,Express,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,208.62,2,0.11,16.41
MH-67622,2024-02-22 11:58:29,2023-04-30,2023-05-07,Express,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,250.83,3,0.11,-1.93
MH-67622,2024-02-22 11:58:29,2023-04-30,2023-05-07,Express,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,300.94,2,0.14,-14.29
MH-67622,2024-02-22 11:58:29,2023-04-30,2023-05-07,Express,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",211.01,6,0.16,-1.5
FP-61057,2024-02-22 11:58:29,2023-09-22,2023-09-23,Express,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,200.93,1,0.18,-13.51
FP-61057,2024-02-22 11:58:29,2023-09-22,2023-09-23,Express,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,207.21,2,0.01,8.96
FP-61057,2024-02-22 11:58:29,2023-09-22,2023-09-23,Express,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,254.98,4,0.03,3.49
FP-61057,2024-02-22 11:58:29,2023-09-22,2023-09-23,Express,FP-14320,Frank Preis,Consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,380.29,1,0.07,15.72
BD-70502,2024-02-22 11:58:29,2023-03-30,2023-04-04,Express,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,441.71,7,0.04,9.44
BD-70502,2024-02-22 11:58:29,2023-03-30,2023-04-04,Express,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,261.45,9,0.12,-17.02
AP-77477,2024-02-22 11:58:29,2022-12-09,2022-12-13,Express,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,319.95,2,0.12,-1.04
AP-77477,2024-02-22 11:58:29,2022-12-09,2022-12-13,Express,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,247.93,2,0.06,-18.68
EG-19300,2024-02-22 11:58:29,2022-09-14,2022-09-20,Express,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,441.96,8,0.03,15.62
EG-19300,2024-02-22 11:58:29,2022-09-14,2022-09-20,Express,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",463.74,6,0.11,15.32
EG-19300,2024-02-22 11:58:29,2022-09-14,2022-09-20,Express,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",404.25,1,0.08,2.82
EG-19300,2024-02-22 11:58:29,2022-09-14,2022-09-20,Express,EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,354.49,3,0.09,-14.56
FM-15416,2024-02-22 11:58:29,2022-08-28,2022-09-03,Standard,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,476.04,5,0.14,-6.0
FM-15416,2024-02-22 11:58:29,2022-08-28,2022-09-03,Standard,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",321.78,2,0.14,-2.59
FM-15416,2024-02-22 11:58:29,2022-08-28,2022-09-03,Standard,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,289.05,1,0.05,18.76
FM-15416,2024-02-22 11:58:29,2022-08-28,2022-09-03,Standard,FM-14380,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,241.52,5,0.12,-6.6
BP-21002,2024-02-22 11:58:29,2023-12-19,2023-12-22,Express,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-LA-10004677,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,223.96,3,0.13,-8.73
BP-21002,2024-02-22 11:58:29,2023-12-19,2023-12-22,Express,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,311.15,5,0.13,16.29
BP-21002,2024-02-22 11:58:29,2023-12-19,2023-12-22,Express,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,384.54,10,0.17,17.79
